Cliente_RUC,Razon_Social,Nombre_Comercial,Direccion,Telefono,Email
20000242,Farmacia Salud Total,FARMACIA SALUD TOTAL,,911396963,farmacia.salud.total@yahoo.com
20000243,FARMACIA PROFESIONAL,FARMACIA PROFESIONAL,"Av. Comercial 5099, Iquitos",930291578,farmacia.profesional@yahoo.com
20000244,BOTICA VIRTUD,BOTICA VIRTUD,"Av. Central 3010, Cusco",970403659,
20000245,Farmacia  Noble,FARMACIA  NOBLE,"Av. Central 5902, Huancayo",964353656,farmacianoble@hotmail.com
20000246,botica EXCELENCIA,botica EXCELENCIA,"Av. Comercial 2063, Pucallpa",974276486,botica.excelencia@yahoo.com
20000247,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Comercial 6561, Ayacucho",943471662,
20000248,FARMACIA DEL DOCTOR,FARMACIA DEL DOCTOR,"Av. Central 9995, Pucallpa",981947689,FARMACIA DEL DOCTOR@GMAIL.COM
20000249,botica EXCELENCIA,BOTICA EXCELENCIA,"Av. Principal 548, Arequipa",915736370,boticaexcelencia@hotmail.com
20000250,  Botica Elegancia,  BOTICA ELEGANCIA,"Av. Central 9552, Cusco",982579455,
20000251,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Central 718, Arequipa",996842614,drogueríaexpress@gmail.com
20000252,Droguería Exacta,DROGUERÍA EXACTA,"Av. Principal 9027, Cusco",935970646,drogueríaexacta@hotmail.com
20000253,Farmacia  Noble,FARMACIA  NOBLE,"Av. Central 7889, Trujillo",921308987,FARMACIA  NOBLE@GMAIL.COM
20000254,botica VALOR,BOTICA VALOR,"Av. Central 3535, Cusco",920169077,boticavalor@hotmail.com
20000255,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Central 6281, Lima",930697903,__droguería_express@outlook.com  
20000256,Botica  San Pedro,BOTICA  SAN PEDRO,,984831278,
20000257,  Droguería Fiel,  DROGUERÍA FIEL,"Av. Comercial 3353, Pucallpa",916688949,drogueríafiel@gmail.com
20000258,Droguería Exacta,DROGUERÍA EXACTA,"Av. Comercial 1584, Trujillo",970675635,DROGUERÍA EXACTA@GMAIL.COM
20000259,  Botica Elegancia,  BOTICA ELEGANCIA,"Av. Comercial 7073, Iquitos",997071630,
20000260,botica VALOR,BOTICA VALOR,"Av. Principal 9031, Arequipa",925826660,
20000261,Droguería Integral,Droguería Integral,"Av. Comercial 6350, Trujillo",973148851,
20000262,Farmacia Paz,Farmacia Paz,,952962070,farmaciapaz@hotmail.com
20000263,BOTICA VIRTUD,BOTICA VIRTUD,"Av. Comercial 4171, Trujillo",973467317,BOTICA VIRTUD@GMAIL.COM
20000264,  Droguería Fiel,  DROGUERÍA FIEL,,990187171,
20000265,Farmacia Corazón,FARMACIA CORAZÓN,"Av. Comercial 1419, Iquitos",995179636,FARMACIA CORAZÓN@GMAIL.COM
20000266,Botica Bella,Botica Bella,"Av. Central 8037, Iquitos",956638919,
20000267,Farmacia Oferta,FARMACIA OFERTA,"Av. Principal 5418, Ayacucho",962946924,farmaciaoferta@gmail.com
20000268,Farmacia Corazón,Farmacia Corazón,"Av. Central 6093, Lima",936234511,farmaciacorazón@hotmail.com
20000269,Botica Éxito,BOTICA ÉXITO,"Av. Central 9695, Ayacucho",999330593,BOTICA ÉXITO@GMAIL.COM
20000270,Droguería Especial,Droguería Especial,"Av. Central 8187, Trujillo",934547740,
20000271,FARMACIA DEL DOCTOR,FARMACIA DEL DOCTOR,"Av. Central 2317, Iquitos",921561841,farmacia.del.doctor@yahoo.com
20000272,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Principal 5025, Pucallpa",911874285,
20000273,  FARMACIA PROFESIONAL,FARMACIA PROFESIONAL,"Av. Principal 3693, Huancayo",,farmaciaprofesional@gmail.com
20000274,Farmacia  Global,FARMACIA  GLOBAL,"Av. Comercial 8332, Lima",962211018,farmaciaglobal@gmail.com
20000275,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,,987071724,farmacia.santa.rosa@yahoo.com
20000276,botica VALOR,BOTICA VALOR,,,
20000277,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Comercial 4458, Iquitos",981236829,farmacia_santa_rosa@outlook.com  
20000278,Farmacia Popular,FARMACIA POPULAR,"Av. Comercial 4520, Cusco",953373084,farmaciapopular@hotmail.com
20000279,Farmacia el Milagro,FARMACIA EL MILAGRO,"Av. Principal 9585, Iquitos",,
20000280,BOTICA VIRTUD,BOTICA VIRTUD,"Av. Central 247, Huancayo",931473341,boticavirtud@hotmail.com
20000281,BOTICA FELIZ,BOTICA FELIZ,"Av. Central 1745, Iquitos",958644012,
20000282,BOTICA FELIZ,BOTICA FELIZ,"Av. Comercial 1385, Trujillo",939736725,
20000283,Farmacia Paz,FARMACIA PAZ,"Av. Principal 1993, Lima",953153055,
20000284,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,,940694918,farmacia.santa.rosa@yahoo.com
20000285,Farmacia  UNIVERSAL,Farmacia  UNIVERSAL,"Av. Central 8220, Arequipa",943613939,
20000286,BOTICA FELIZ,BOTICA FELIZ,"Av. Central 8047, Huancayo",965819127,
20000287,  Botica Elegancia,  BOTICA ELEGANCIA,"Av. Comercial 1182, Huancayo",914406830,__botica_elegancia@outlook.com  
20000288,  Farmacia Fuerza,  Farmacia Fuerza,"Av. Principal 6496, Iquitos",977344245,
20000289,Botica Calidad,Botica Calidad,"Av. Principal 3380, Iquitos",,botica.calidad@yahoo.com
20000290,Botica  San Pedro,BOTICA  SAN PEDRO,"Av. Principal 4495, Trujillo",,botica..san.pedro@yahoo.com
20000291,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Principal 6587, Iquitos",970080116,drogueríaexpress@gmail.com
20000292,  Farmacia Vida Sana,FARMACIA VIDA SANA,"Av. Central 3017, Pucallpa",961782235,
20000293,DROGUERÍA HERMOSA,DROGUERÍA HERMOSA,"Av. Principal 5384, Ayacucho",,DROGUERÍA HERMOSA@GMAIL.COM
20000294,  Botica Amiga,  BOTICA AMIGA,"Av. Comercial 7265, Pucallpa",980922390,
20000295,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Comercial 2773, Pucallpa",918374234,
20000296,  Farmacia San Juan,  FARMACIA SAN JUAN,"Av. Comercial 8753, Trujillo",,  FARMACIA SAN JUAN@GMAIL.COM
20000297,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Central 2276, Ayacucho",994294961,drogueríaexpress@gmail.com
20000298,Botica Éxito,Botica Éxito,"Av. Central 3656, Ayacucho",912211089,boticaéxito@hotmail.com
20000299,Droguería  Los Andes,DROGUERÍA  LOS ANDES,"Av. Comercial 8149, Iquitos",966961091,
20000300,  Farmacia Rápida,FARMACIA RÁPIDA,"Av. Principal 946, Iquitos",978060103,
20000301,  Botica Elegancia,  BOTICA ELEGANCIA,"Av. Central 999, Arequipa",917583968,
20000302,Farmacia  Noble,FARMACIA  NOBLE,"Av. Central 7302, Cusco",,FARMACIA  NOBLE@GMAIL.COM
20000303,Farmacia el Milagro,FARMACIA EL MILAGRO,"Av. Central 7726, Arequipa",956379051,farmacia.el.milagro@yahoo.com
20000304,Droguería Exacta,DROGUERÍA EXACTA,"Av. Central 4475, Trujillo",999246412,droguería.exacta@yahoo.com
20000305,Botica del Pueblo,BOTICA DEL PUEBLO,"Av. Comercial 2191, Pucallpa",,
20000306,Farmacia Honor,Farmacia Honor,"Av. Central 2418, Huancayo",921159774,
20000307,  Farmacia Esperanza,Farmacia Esperanza,"Av. Principal 9990, Iquitos",,farmaciaesperanza@gmail.com
20000308,Farmacia Siempre,FARMACIA SIEMPRE,"Av. Comercial 9036, Huancayo",933330842,
20000309,Farmacia Siempre,Farmacia Siempre,"Av. Principal 626, Iquitos",976554848,
20000310,Farmacia Vida Sana,FARMACIA VIDA SANA,"Av. Central 6645, Iquitos",914747545,
20000311,Farmacia Amistad,FARMACIA AMISTAD,"Av. Principal 8335, Lima",950735910,farmacia.amistad@yahoo.com
20000312,Botica Éxito,Botica Éxito,"Av. Central 9831, Arequipa",991049261,boticaéxito@gmail.com
20000313,Farmacia el Milagro,FARMACIA EL MILAGRO,"Av. Principal 7568, Huancayo",,
20000314,Droguería Integral,DROGUERÍA INTEGRAL,"Av. Comercial 2094, Ayacucho",970249897,DROGUERÍA INTEGRAL@GMAIL.COM
20000315,botica VALOR,botica VALOR,"Av. Principal 2698, Arequipa",954163776,boticavalor@hotmail.com
20000316,Botica del Pueblo,BOTICA DEL PUEBLO,"Av. Principal 978, Cusco",926750801,
20000317,botica central,BOTICA CENTRAL,"Av. Comercial 7022, Iquitos",964961293,botica.central@yahoo.com
20000318,Farmacia Nueva,FARMACIA NUEVA,"Av. Comercial 2955, Trujillo",979320206,farmacianueva@hotmail.com
20000319,  Farmacia Fuerza,  Farmacia Fuerza,"Av. Principal 8627, Huancayo",992932342,
20000320,Droguería Integral,DROGUERÍA INTEGRAL,,959244222,droguería.integral@yahoo.com
20000321,Farmacia  UNIVERSAL,Farmacia  UNIVERSAL,"Av. Principal 1907, Pucallpa",921857790,
20000322,  Farmacia San Juan,  FARMACIA SAN JUAN,,980429341,
20000323,Farmacia Popular,FARMACIA POPULAR,"Av. Central 5987, Iquitos",929156925,FARMACIA POPULAR@GMAIL.COM
20000324,botica central,BOTICA CENTRAL,"Av. Comercial 3265, Arequipa",997520099,boticacentral@gmail.com
20000325,Botica Perfecta,Botica Perfecta,"Av. Central 8148, Lima",939417866,boticaperfecta@hotmail.com
20000326,Farmacia Amistad,FARMACIA AMISTAD,"Av. Central 2268, Trujillo",990506592,
20000327,Farmacia Corazón,FARMACIA CORAZÓN,"Av. Central 6197, Cusco",931431891,farmaciacorazón@gmail.com
20000328,Farmacia Salud Total,FARMACIA SALUD TOTAL,"Av. Principal 4683, Huancayo",953606700,
20000329,botica VALOR,BOTICA VALOR,"Av. Central 6439, Huancayo",982286296,
20000330,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Principal 8772, Pucallpa",966094341,farmaciasantarosa@gmail.com
20000331,Droguería Exacta,Droguería Exacta,"Av. Principal 244, Ayacucho",976534290,
20000332,Farmacia Siempre,FARMACIA SIEMPRE,"Av. Central 5894, Huancayo",973059128,FARMACIA SIEMPRE@GMAIL.COM
20000333,Farmacia  Confianza,Farmacia  Confianza,"Av. Comercial 9883, Huancayo",975622464,
20000334,Droguería Especial,DROGUERÍA ESPECIAL,"Av. Central 507, Huancayo",976692736,droguería_especial@outlook.com  
20000335,Farmacia Esperanza,FARMACIA ESPERANZA,"Av. Central 8671, Huancayo",980179684,farmacia_esperanza@outlook.com  
20000336,FARMACIA PROFESIONAL,FARMACIA PROFESIONAL,"Av. Comercial 6463, Cusco",997648335,farmaciaprofesional@hotmail.com
20000337,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Central 3429, Lima",976517139,..droguería.express@yahoo.com
20000338,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Comercial 8066, Cusco",963676127,FARMACIA SANTA ROSA@GMAIL.COM
20000339,Farmacia  Global,Farmacia  Global,"Av. Comercial 7645, Huancayo",983081380,farmacia..global@yahoo.com
20000340,Farmacia Rápida,FARMACIA RÁPIDA,"Av. Central 5033, Pucallpa",910997972,farmaciarápida@hotmail.com
20000341,BOTICA MATRIZ,BOTICA MATRIZ,"Av. Central 9917, Lima",981982155,boticamatriz@gmail.com
20000342,  Farmacia Paz,FARMACIA PAZ,"Av. Central 497, Cusco",937367766,
20000343,  botica generica,botica generica,"Av. Central 6657, Cusco",994393065,boticagenerica@hotmail.com
20000344,  Farmacia San Juan,  FARMACIA SAN JUAN,"Av. Comercial 6272, Arequipa",955508711,
20000345,BOTICA FELIZ,BOTICA FELIZ,"Av. Comercial 2124, Arequipa",954952174,botica_feliz@outlook.com  
20000346,Farmacia Siempre,Farmacia Siempre,"Av. Comercial 4148, Ayacucho",982795511,farmacia.siempre@yahoo.com
20000347,Farmacia  Noble,FARMACIA  NOBLE,"Av. Comercial 3658, Trujillo",942446996,farmacia..noble@yahoo.com
20000348,Farmacia Oferta,FARMACIA OFERTA,"Av. Comercial 6858, Pucallpa",919709644,
20000349,Farmacia Popular,FARMACIA POPULAR,"Av. Comercial 8346, Trujillo",973180350,farmaciapopular@gmail.com
20000350,BOTICA SEGURA,BOTICA SEGURA,"Av. Central 2501, Huancayo",915998678,botica_segura@outlook.com  
20000351,Farmacia Paz,FARMACIA PAZ,"Av. Central 7596, Arequipa",,farmacia_paz@outlook.com  
20000352,botica central,botica central,"Av. Comercial 8731, Iquitos",943281264,boticacentral@gmail.com
20000353,Droguería   Completa,Droguería   Completa,"Av. Principal 2243, Iquitos",952804789,drogueríacompleta@gmail.com
20000354,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Central 2061, Arequipa",947290371,farmaciasantarosa@gmail.com
20000355,DROGUERÍA HERMOSA,DROGUERÍA HERMOSA,"Av. Principal 7914, Pucallpa",,DROGUERÍA HERMOSA@GMAIL.COM
20000356,Farmacia Honor,Farmacia Honor,"Av. Comercial 4461, Huancayo",991840784,
20000357,Droguería Premium,Droguería Premium,"Av. Central 1941, Arequipa",921881673,drogueríapremium@hotmail.com
20000358,  Droguería Fiel,  DROGUERÍA FIEL,"Av. Central 196, Pucallpa",997552507,drogueríafiel@hotmail.com
20000359,botica generica,botica generica,"Av. Comercial 794, Iquitos",957749283,boticagenerica@hotmail.com
20000360,Farmacia Honor,Farmacia Honor,"Av. Central 8997, Iquitos",997981896,
20000361,Farmacia Salud Total,FARMACIA SALUD TOTAL,"Av. Central 1973, Trujillo",976033432,
20000362,Farmacia  Confianza,FARMACIA  CONFIANZA,,991779078,
20000363,droguería moderna,DROGUERÍA MODERNA,"Av. Central 2400, Cusco",944987453,
20000364,Droguería  Los Andes,DROGUERÍA  LOS ANDES,"Av. Principal 5712, Ayacucho",,
20000365,  Botica Amiga,  BOTICA AMIGA,"Av. Principal 5887, Lima",947989891,boticaamiga@gmail.com
20000366,Farmacia Salud Total,FARMACIA SALUD TOTAL,"Av. Comercial 8513, Arequipa",943042929,
20000367,Botica  San Pedro,Botica  San Pedro,"Av. Principal 3422, Lima",922235433,
20000368,Farmacia Nueva,Farmacia Nueva,"Av. Central 4671, Huancayo",946278045,
20000369,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Principal 1501, Iquitos",988819571,..droguería.express@yahoo.com
20000370,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Central 5437, Pucallpa",,FARMACIA SANTA ROSA@GMAIL.COM
20000371,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Comercial 7877, Cusco",921079360,
20000372,Droguería Especial,DROGUERÍA ESPECIAL,"Av. Central 9379, Lima",983339784,droguería_especial@outlook.com  
20000373,Farmacia Corazón,FARMACIA CORAZÓN,"Av. Principal 925, Cusco",994734011,farmaciacorazón@gmail.com
20000374,Farmacia Corazón,Farmacia Corazón,"Av. Central 3311, Cusco",928590444,farmaciacorazón@hotmail.com
20000375,Farmacia Rápida,FARMACIA RÁPIDA,"Av. Principal 6947, Trujillo",980283794,farmaciarápida@hotmail.com
20000376,Farmacia Nueva,FARMACIA NUEVA,"Av. Central 8517, Iquitos",942255433,farmacia_nueva@outlook.com  
20000377,droguería moderna,DROGUERÍA MODERNA,"Av. Comercial 9076, Cusco",962147324,DROGUERÍA MODERNA@GMAIL.COM
20000378,Farmacia Esperanza,FARMACIA ESPERANZA,,,
20000379,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Central 4292, Pucallpa",988151951,
20000380,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Principal 8034, Ayacucho",944628745,farmaciasantarosa@gmail.com
20000381,BOTICA VIRTUD,BOTICA VIRTUD,"Av. Central 8700, Ayacucho",990995463,botica.virtud@yahoo.com
20000382,  Farmacia San Juan,  FARMACIA SAN JUAN,,951018687,farmaciasanjuan@gmail.com
20000383,Botica Perfecta,Botica Perfecta,"Av. Central 2807, Huancayo",921405519,
20000384,BOTICA VIRTUD,BOTICA VIRTUD,"Av. Principal 9525, Pucallpa",996570339,
20000385,Farmacia Siempre,FARMACIA SIEMPRE,"Av. Principal 9171, Iquitos",946968820,
20000386,Botica del Centro,Botica del Centro,"Av. Principal 2439, Huancayo",923869326,botica.del.centro@yahoo.com
20000387,Droguería Premium,Droguería Premium,"Av. Comercial 1937, Lima",974113558,droguería.premium@yahoo.com
20000388,Farmacia Esperanza,FARMACIA ESPERANZA,"Av. Central 3903, Pucallpa",970534354,farmacia_esperanza@outlook.com  
20000389,Botica Éxito,BOTICA ÉXITO,"Av. Principal 4772, Iquitos",991439610,
20000390,Farmacia  Global,Farmacia  Global,"Av. Comercial 6398, Iquitos",946739850,farmaciaglobal@gmail.com
20000391,Botica del Centro,BOTICA DEL CENTRO,"Av. Comercial 377, Trujillo",986801306,
20000392,  Farmacia Fuerza,  FARMACIA FUERZA,"Av. Principal 1334, Cusco",985303976,
20000393,Farmacia  UNIVERSAL,FARMACIA  UNIVERSAL,"Av. Principal 7224, Trujillo",938782901,farmaciauniversal@gmail.com
20000394,  Farmacia Oferta,FARMACIA OFERTA,,942637259,
20000395,Botica Bella,BOTICA BELLA,"Av. Principal 2133, Arequipa",941764654,boticabella@hotmail.com
20000396,Farmacia  Confianza,FARMACIA  CONFIANZA,"Av. Principal 7145, Cusco",952804913,
20000397,Farmacia  Confianza,FARMACIA  CONFIANZA,"Av. Central 8109, Cusco",970178193,farmacia..confianza@yahoo.com
20000398,botica generica,BOTICA GENERICA,"Av. Principal 947, Iquitos",911220605,boticagenerica@gmail.com
20000399,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Comercial 8524, Pucallpa",940333861,
20000400,FARMACIA PROFESIONAL,FARMACIA PROFESIONAL,"Av. Comercial 3341, Trujillo",,
20000401,Botica Perfecta,Botica Perfecta,"Av. Principal 9610, Iquitos",945920816,
20000402,Farmacia Vida Sana,FARMACIA VIDA SANA,"Av. Central 9915, Ayacucho",,farmacia_vida_sana@outlook.com  
20000403,Botica  San Pedro,BOTICA  SAN PEDRO,,999322120,
20000404,botica VALOR,BOTICA VALOR,"Av. Comercial 1324, Lima",945114195,
20000405,Farmacia  UNIVERSAL,FARMACIA  UNIVERSAL,"Av. Principal 9009, Iquitos",949942781,farmaciauniversal@hotmail.com
20000406,botica generica,BOTICA GENERICA,"Av. Central 3798, Lima",996058392,botica_generica@outlook.com  
20000407,  Farmacia Siempre,FARMACIA SIEMPRE,"Av. Comercial 6187, Arequipa",960280217,farmaciasiempre@gmail.com
20000408,Botica del Pueblo,Botica del Pueblo,"Av. Principal 7606, Lima",995174326,botica.del.pueblo@yahoo.com
20000409,Farmacia  Noble,FARMACIA  NOBLE,"Av. Comercial 2260, Lima",966963579,FARMACIA  NOBLE@GMAIL.COM
20000410,botica VALOR,botica VALOR,"Av. Central 9320, Iquitos",958708607,boticavalor@gmail.com
20000411,FARMACIA DEL DOCTOR,FARMACIA DEL DOCTOR,,937878217,FARMACIA DEL DOCTOR@GMAIL.COM
20000412,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Principal 3632, Huancayo",992056095,
20000413,Droguería   Completa,DROGUERÍA   COMPLETA,,970711364,
20000414,  Botica Elegancia,  Botica Elegancia,"Av. Comercial 3621, Pucallpa",962722914,__botica_elegancia@outlook.com  
20000415,Farmacia Rápida,FARMACIA RÁPIDA,"Av. Central 9803, Pucallpa",956569286,
20000416,Botica del Centro,BOTICA DEL CENTRO,"Av. Comercial 4956, Ayacucho",938245540,boticadelcentro@hotmail.com
20000417,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Comercial 9716, Trujillo",986411098,
20000418,Farmacia Amistad,FARMACIA AMISTAD,"Av. Central 2928, Ayacucho",997318896,
20000419,Droguería Buena,DROGUERÍA BUENA,"Av. Comercial 973, Trujillo",,droguería.buena@yahoo.com
20000420,Farmacia Oferta,FARMACIA OFERTA,"Av. Principal 9227, Ayacucho",917866467,farmacia_oferta@outlook.com  
20000421,FARMACIA DEL DOCTOR,FARMACIA DEL DOCTOR,"Av. Principal 3198, Pucallpa",,farmaciadeldoctor@hotmail.com
20000422,  Botica del Pueblo,Botica del Pueblo,"Av. Central 6797, Ayacucho",934286707,boticadelpueblo@hotmail.com
20000423,Botica  San Pedro,BOTICA  SAN PEDRO,"Av. Comercial 8538, Ayacucho",974453447,
20000424,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Comercial 7144, Pucallpa",913161938,
20000425,Farmacia Honor,Farmacia Honor,"Av. Comercial 9519, Iquitos",963074190,farmacia.honor@yahoo.com
20000426,BOTICA VIRTUD,BOTICA VIRTUD,"Av. Principal 7071, Lima",919155997,botica.virtud@yahoo.com
20000427,Botica Éxito,Botica Éxito,,978343493,
20000428,Farmacia  Confianza,FARMACIA  CONFIANZA,"Av. Central 566, Pucallpa",976440544,
20000429,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Comercial 4120, Ayacucho",975831273,drogueríaexpress@hotmail.com
20000430,  Botica Elegancia,  BOTICA ELEGANCIA,"Av. Central 8914, Cusco",965877244,  BOTICA ELEGANCIA@GMAIL.COM
20000431,Farmacia  Noble,FARMACIA  NOBLE,"Av. Comercial 259, Ayacucho",956250028,
20000432,Farmacia  Confianza,FARMACIA  CONFIANZA,"Av. Principal 8426, Lima",921057009,farmacia__confianza@outlook.com  
20000433,Farmacia  Confianza,FARMACIA  CONFIANZA,,991619709,farmacia__confianza@outlook.com  
20000434,Droguería Buena,DROGUERÍA BUENA,"Av. Comercial 4980, Pucallpa",922020141,droguería.buena@yahoo.com
20000435,Farmacia Salud Total,FARMACIA SALUD TOTAL,"Av. Principal 5706, Arequipa",926527291,farmaciasaludtotal@gmail.com
20000436,BOTICA SEGURA,BOTICA SEGURA,"Av. Comercial 6829, Cusco",967655957,botica.segura@yahoo.com
20000437,BOTICA VIRTUD,BOTICA VIRTUD,"Av. Principal 8105, Ayacucho",954830214,boticavirtud@hotmail.com
20000438,  Botica Amiga,  BOTICA AMIGA,"Av. Comercial 4384, Arequipa",966956721,  BOTICA AMIGA@GMAIL.COM
20000439,Droguería Premium,DROGUERÍA PREMIUM,"Av. Principal 4154, Iquitos",951752359,
20000440,Farmacia Salud Total,FARMACIA SALUD TOTAL,"Av. Comercial 8951, Trujillo",942099847,
20000441,Botica Perfecta,BOTICA PERFECTA,"Av. Comercial 3153, Trujillo",922099270,boticaperfecta@hotmail.com
20000442,Droguería  Los Andes,Droguería  Los Andes,"Av. Comercial 4627, Lima",985192086,drogueríalosandes@gmail.com
20000443,Droguería Buena,DROGUERÍA BUENA,"Av. Principal 6836, Ayacucho",991139387,drogueríabuena@hotmail.com
20000444,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Principal 9752, Arequipa",,farmaciasantarosa@gmail.com
20000445,Droguería Buena,DROGUERÍA BUENA,"Av. Comercial 1357, Iquitos",922137275,DROGUERÍA BUENA@GMAIL.COM
20000446,Farmacia Paz,FARMACIA PAZ,"Av. Comercial 1399, Lima",972456661,
20000447,Botica  San Pedro,BOTICA  SAN PEDRO,"Av. Central 951, Ayacucho",962937813,botica..san.pedro@yahoo.com
20000448,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Central 3527, Iquitos",920561856,drogueríaexpress@hotmail.com
20000449,Droguería Especial,DROGUERÍA ESPECIAL,,970628011,
20000450,Droguería Integral,DROGUERÍA INTEGRAL,"Av. Comercial 1764, Cusco",960903600,
20000451,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Central 9297, Cusco",972785033,farmacia.santa.rosa@yahoo.com
20000452,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Comercial 8180, Trujillo",,
20000453,Droguería  Los Andes,DROGUERÍA  LOS ANDES,"Av. Principal 5974, Trujillo",967582653,
20000454,Farmacia Popular,FARMACIA POPULAR,"Av. Central 5176, Pucallpa",945669586,
20000455,Farmacia Siempre,FARMACIA SIEMPRE,,929412315,farmacia.siempre@yahoo.com
20000456,Farmacia  Noble,Farmacia  Noble,"Av. Comercial 6433, Huancayo",,FARMACIA  NOBLE@GMAIL.COM
20000457,Droguería   Completa,Droguería   Completa,,999609946,drogueríacompleta@gmail.com
20000458,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Principal 8269, Pucallpa",917457026,
20000459,  Farmacia San Juan,  FARMACIA SAN JUAN,"Av. Comercial 9608, Cusco",959430599,
20000460,Botica Éxito,Botica Éxito,"Av. Comercial 9061, Trujillo",931664327,
20000461,Farmacia Oferta,FARMACIA OFERTA,"Av. Principal 8672, Arequipa",927782679,
20000462,FARMACIA DEL DOCTOR,FARMACIA DEL DOCTOR,"Av. Comercial 2985, Huancayo",934653461,farmaciadeldoctor@gmail.com
20000463,  Botica Amiga,  BOTICA AMIGA,"Av. Principal 8264, Pucallpa",931140329,
20000464,BOTICA SEGURA,BOTICA SEGURA,"Av. Comercial 5074, Iquitos",920848448,
20000465,Farmacia el Milagro,FARMACIA EL MILAGRO,"Av. Comercial 4870, Pucallpa",953963604,FARMACIA EL MILAGRO@GMAIL.COM
20000466,Farmacia Corazón,FARMACIA CORAZÓN,"Av. Comercial 268, Pucallpa",943422691,
20000467,  Botica Elegancia,  BOTICA ELEGANCIA,"Av. Central 5880, Trujillo",,
20000468,Drogueríamoderna,DROGUERÍAMODERNA,"Av. Comercial 4169, Iquitos",933010067,drogueríamoderna@yahoo.com
20000469,  DROGUERÍA HERMOSA,DROGUERÍA HERMOSA,"Av. Principal 5957, Trujillo",912727640,
20000470,Farmacia Corazón,Farmacia Corazón,"Av. Central 1063, Arequipa",974400645,farmaciacorazón@gmail.com
20000471,Droguería Especial,Droguería Especial,,922838770,
20000472,Droguería Integral,DROGUERÍA INTEGRAL,"Av. Principal 5170, Huancayo",922372685,
20000473,BOTICA MATRIZ,BOTICA MATRIZ,"Av. Central 5619, Huancayo",978868564,
20000474,botica EXCELENCIA,BOTICA EXCELENCIA,"Av. Comercial 5358, Lima",938271689,botica_excelencia@outlook.com  
20000475,Farmacia  Noble,FARMACIA  NOBLE,"Av. Comercial 4306, Arequipa",961576620,FARMACIA  NOBLE@GMAIL.COM
20000476,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Central 5316, Huancayo",997281946,
20000477,Farmacia Nueva,Farmacia Nueva,"Av. Comercial 794, Pucallpa",911172899,farmacia.nueva@yahoo.com
20000478,Droguería Premium,DROGUERÍA PREMIUM,"Av. Comercial 6026, Lima",910189363,
20000479,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Central 7764, Iquitos",976597212,  DROGUERÍA EXPRESS@GMAIL.COM
20000480,BOTICA SEGURA,BOTICA SEGURA,"Av. Central 2127, Trujillo",912493116,
20000481,Farmacia  UNIVERSAL,FARMACIA  UNIVERSAL,"Av. Principal 792, Trujillo",967789787,farmacia__universal@outlook.com  
20000482,Farmacia  Global,Farmacia  Global,"Av. Comercial 1576, Iquitos",938929492,farmacia..global@yahoo.com
20000483,Botica Éxito,BOTICA ÉXITO,"Av. Comercial 9323, Iquitos",920090040,boticaéxito@hotmail.com
20000484,Farmacia Salud Total,Farmacia Salud Total,"Av. Principal 9925, Pucallpa",966262225,farmaciasaludtotal@hotmail.com
20000485,Farmacia Siempre,Farmacia Siempre,"Av. Principal 103, Pucallpa",941504333,farmacia_siempre@outlook.com  
20000486,botica central,BOTICA CENTRAL,"Av. Principal 1948, Cusco",993331032,
